PaperId,Title,Year,CitationCount,FieldsOfStudy
W3172870918,Project Baby Bear: Rapid precision care incorporating rWGS in 5 California children’s hospitals demonstrates improved clinical outcomes and reduced costs of care,2021,231,General
W3193034756,Scientific outcome of the IPBES-IPCC co-sponsored workshop on biodiversity and climate change,2021,231,General
W3207386406,Modality-specific tracking of attention and sensory statistics in the human electrophysiological spectral exponent,2021,231,Computer Science
W4313569219,Regulation of axonal regeneration after mammalian spinal cord injury,2023,231,General
W2998186396,Using machine learning to detect misstatements,2020,230,General
W3023922670,Epidermal Enzymatic Biosensors for Sweat Vitamin C: Toward Personalized Nutrition,2020,230,General
W3043242682,Projected WIMP sensitivity of the XENONnT dark matter experiment,2020,230,General
W3097128992,iPSC-derived NK cells maintain high cytotoxicity and enhance in vivo tumor control in concert with T cells and anti–PD-1 therapy,2020,230,General
W3125060799,Genome-wide association analyses of post-traumatic stress disorder and its symptom subdomains in the Million Veteran Program,2021,230,General
W4205563072,Eye Movement and Pupil Measures: A Review,2022,230,Computer Science
W4308906825,Genomic architecture of autism from comprehensive whole-genome sequence annotation,2022,230,General
W4319449261,"A Materials Perspective on Direct Recycling of Lithium‐Ion Batteries: Principles, Challenges and Opportunities",2023,230,General
W4391821966,Validation of biomarkers of aging,2024,230,General
W2999835875,"Perfect timing: circadian rhythms, sleep, and immunity — an NIH workshop summary",2020,229,General
W3035689535,"Inverse Rendering for Complex Indoor Scenes: Shape, Spatially-Varying Lighting and SVBRDF From a Single Image",2020,229,Computer Science
W3176219224,Spindle assembly checkpoint activation and silencing at kinetochores,2021,229,General
W4224138250,Up to 8-year follow-up from RESONATE-2: first-line ibrutinib treatment for patients with chronic lymphocytic leukemia ,2022,229,General
W3014747614,Principles of RNA processing from analysis of enhanced CLIP maps for 150 RNA binding proteins,2020,228,General
W3192624336,Clinical Practice Guideline by the Pediatric Infectious Diseases Society and the Infectious Diseases Society of America: 2021 Guideline on Diagnosis and Management of Acute Hematogenous Osteomyelitis in Pediatrics,2021,228,General
W4306179830,SELFIES and the future of molecular string representations,2022,228,Computer Science
W3002964216,Identifying statistically significant chromatin contacts from Hi-C data with FitHiC2,2020,227,General
W3032558193,Nanoparticle–hydrogel superstructures for biomedical applications,2020,227,General
W3047645583,Engineering Plasmonic Nanoparticles for Enhanced Photoacoustic Imaging,2020,227,General
W3057164079,Effects of Diet versus Gastric Bypass on Metabolic Function in Diabetes,2020,227,General
W3085042472,Hippo Signaling in Embryogenesis and Development,2020,227,General
W3109841897,Beach nourishment has complex implications for the future of sandy shores,2020,227,General
W3122058547,An update on developments in medical education in response to the COVID-19 pandemic: A BEME scoping review: BEME Guide No. 64,2021,227,General
W4200436674,Strong-Field Gravity Tests with the Double Pulsar,2021,227,General
W4380769261,Quantum metric nonlinear Hall effect in a topological antiferromagnetic heterostructure,2023,227,General
W2999147745,CTCF mediates chromatin looping via N-terminal domain-dependent cohesin retention,2020,226,General
W3091877758,Middle Meningeal Artery Embolization for Chronic Subdural Hematoma: A Multi-Center Experience of 154 Consecutive Embolizations,2020,226,General
W4220970567,The metabolic basis of epilepsy,2022,226,General
W4280489560,Navigating financial toxicity in patients with cancer: A multidisciplinary management approach,2022,226,General
W4310707361,Vaccination induces HIV broadly neutralizing antibody precursors in humans,2022,226,General
W4402262878,Climate change exacerbates the environmental impacts of agriculture,2024,226,General
W2999054912,HIV persists throughout deep tissues with repopulation from multiple anatomical sources,2020,225,General
W3082261340,Change in MRI-PDFF and Histologic Response in Patients With Nonalcoholic Steatohepatitis: A Systematic Review and Meta-Analysis,2020,225,General
W3109434337,Implementation strategies for digital mental health interventions in health care settings.,2020,225,General
W3157334032,Age-dependent instability of mature neuronal fate in induced neurons from Alzheimer’s patients,2021,225,General
W4210857385,Pushing the limit of 3d transition metal-based layered oxides that use both cation and anion redox for energy storage,2022,225,General
W4223623530,Genetic variants associated with longitudinal changes in brain structure across the lifespan,2022,225,General
W3004886310,Remarkable nucleation and growth of ultrafine particles from vehicular exhaust,2020,224,General
W3035967781,Matrix Rigidity Controls Epithelial-Mesenchymal Plasticity and Tumor Metastasis via a Mechanoresponsive EPHA2/LYN Complex,2020,224,General
W3191241810,Coral microbiome manipulation elicits metabolic and genetic restructuring to mitigate heat stress and evade mortality,2021,224,General
W4289812681,ACG Clinical Guideline: Gastroparesis,2022,224,General
W3165511231,Mining genomes to illuminate the specialized chemistry of life,2021,223,General
W4399285708,SenNet recommendations for detecting senescent cells in different tissues,2024,223,General
W3005276576,Primary lateral sclerosis: consensus diagnostic criteria,2020,222,General
W3125892363,Ten things to know about ten cardiovascular disease risk factors,2021,222,General
W3197156699,"Dissecting the Shared Genetic Architecture of Suicide Attempt, Psychiatric Disorders, and Known Risk Factors",2021,222,General
W4220910619,The importance of hydrology in routing terrestrial carbon to the atmosphere via global streams and rivers,2022,222,General
W4288702909,Microbiota succession throughout life from the cradle to the grave,2022,222,General
W4367173653,Evolutionary constraint and innovation across hundreds of placental mammals,2023,222,General
W3005676462,Cariprazine as a treatment across the bipolar I spectrum from depression to mania: mechanism of action and review of clinical data,2020,221,General
W3016448052,Chest CT and Coronavirus Disease (COVID-19): A Critical Review of the Literature to Date,2020,221,General
W3092288641,A Survey of Knowledge-enhanced Text Generation,2022,221,Computer Science
W3123255326,Emergency deployment of direct air capture as a response to the climate crisis,2021,221,General
W3201944309,SARS-CoV-2 infection generates tissue-localized immunological memory in humans,2021,221,General
W4378191996,The 2023 International Society for Heart and Lung Transplantation Guidelines for Mechanical Circulatory Support: A 10- Year Update,2023,221,General
W4403420208,Testing and Evaluation of Health Care Applications of Large Language Models,2024,221,General
W3001423058,"ANG1005, a Brain-Penetrating Peptide–Drug Conjugate, Shows Activity in Patients with Breast Cancer with Leptomeningeal Carcinomatosis and Recurrent Brain Metastases",2020,220,General
W3040020637,Challenges to the sustainability of deep-seabed mining,2020,220,General
W3086296031,Multiphase buffer theory explains contrasts in atmospheric aerosol acidity,2020,220,General
W3047136679,Surgical Outcome Results From SWOG S1505,2020,219,General
W3132930574,Activity and Safety of Mobocertinib (TAK-788) in Previously Treated Non–Small Cell Lung Cancer with <i>EGFR</i> Exon 20 Insertion Mutations from a Phase I/II Trial,2021,219,General
W4212772959,Photodecaging of a Mitochondria-Localized Iridium(III) Endoperoxide Complex for Two-Photon Photoactivated Therapy under Hypoxia,2022,219,General
W3015315508,Reduced C9ORF72 function exacerbates gain of toxicity from ALS/FTD-causing repeat expansion in C9orf72,2020,218,General
W4286007893,Mechanisms of APOBEC3 mutagenesis in human cancer cells,2022,218,General
W3034290849,"Berzosertib plus gemcitabine versus gemcitabine alone in platinum-resistant high-grade serous ovarian cancer: a multicentre, open-label, randomised, phase 2 trial",2020,217,General
W3095991537,The future of Arctic sea-ice biogeochemistry and ice-associated ecosystems,2020,217,General
W3165508634,The microbiota in cirrhosis and its role in hepatic decompensation,2021,217,General
W3044063944,Fantastic Voyage of Nanomotors into the Cell,2020,216,General
W3096190085,Mutant p53 in Cancer Progression and Targeted Therapies,2020,216,General
W3112001494,Gut Microbiome Directs Hepatocytes to Recruit MDSCs and Promote Cholangiocarcinoma,2020,216,General
W3132666517,Five-Year Efficacy and Safety of Ustekinumab Treatment in Crohn’s Disease: The IM-UNITI Trial,2021,216,General
W3154759454,Small Molecule Inhibitors of TEAD Auto-palmitoylation Selectively Inhibit Proliferation and Tumor Growth of <i>NF2</i> -deficient Mesothelioma,2021,216,General
W3159122206,"Scattering Amplitudes and Conservative Binary Dynamics at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi mathvariant=""script"">O</mml:mi><mml:mo stretchy=""false"">(</mml:mo><mml:msup><mml:mi>G</mml:mi><mml:mn>4</mml:mn></mml:msup><mml:mo stretchy=""false"">)</mml:mo></mml:math>",2021,216,General
W3163104666,"An ecosystem service perspective on urban nature, physical activity, and health",2021,216,General
W3193623972,Risk factors and outcome of pulmonary aspergillosis in critically ill coronavirus disease 2019 patients—a multinational observational study by the European Confederation of Medical Mycology,2021,216,General
W4308655639,Materials for extreme environments,2022,216,General
W4327550261,Mechanism of <i>STMN2</i> cryptic splice-polyadenylation and its correction for TDP-43 proteinopathies,2023,216,General
W4400770247,Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program,2024,216,General
W3048394674,"Microbiota and Fatty Liver Disease—the Known, the Unknown, and the Future",2020,215,General
W3126086196,Administrative Coding in Electronic Health Care Record‐Based Research of NAFLD: An Expert Panel Consensus Statement,2021,215,General
W3156257761,Functional landscape of SARS-CoV-2 cellular restriction,2021,215,General
W3207136846,Promoting Human Milk and Breastfeeding for the Very Low Birth Weight Infant,2021,215,General
W4392478681,American College of Gastroenterology Guidelines: Management of Acute Pancreatitis,2023,215,General
W4392524841,Metabolic dysfunction–associated steatotic liver disease: Update and impact of new nomenclature on the American Association for the Study of Liver Diseases practice guidance on nonalcoholic fatty liver disease,2023,215,General
W3012875080,Continuous Opioid Monitoring along with Nerve Agents on a Wearable Microneedle Sensor Array,2020,214,General
W4223451229,"Prevalence, Characteristics, and Outcomes of COVID-19–Associated Acute Myocarditis",2022,214,General
W3014413366,"Built Environment, Physical Activity, and Obesity: Findings from the International Physical Activity and Environment Network (IPEN) Adult Study",2020,213,General
W3103662199,Designing and Understanding the Superior Potassium Storage Performance of Nitrogen/Phosphorus Co‐Doped Hollow Porous Bowl‐Like Carbon Anodes,2020,213,General
W3173021124,Phosphorus as an integral component of global marine biogeochemistry,2021,213,General
W3211929629,"Acute Lymphoblastic Leukemia, Version 2.2021, NCCN Clinical Practice Guidelines in Oncology",2021,213,General
W3214932937,Non-invasive methods for imaging hepatic steatosis and their clinical importance in NAFLD,2021,213,General
W4323566431,Organoid intelligence (OI): the new frontier in biocomputing and intelligence-in-a-dish,2023,213,General
W3024509612,Verification of deterministic solar forecasts,2020,212,Computer Science
W3110902062,Transcriptome-wide profiles of circular RNA and RNA-binding protein interactions reveal effects on circular RNA biogenesis and cancer pathway expression,2020,212,General
W3130424678,Stochastic Nonlinear Prescribed-Time Stabilization and Inverse Optimality,2021,212,General
W3171107123,Myocarditis After BNT162b2 and mRNA-1273 Vaccination,2021,212,General
W3176511645,Meaningful associations in the adolescent brain cognitive development study,2021,212,General
W4280624097,Stahl's Essential Psychopharmacology,2022,212,General
W4405187546,Neuroinflammation in Alzheimer disease,2024,212,General
W3045287874,Liver fibrosis: Pathophysiology and clinical implications,2020,211,General
W3087859267,A single-cell RNA-seq atlas of <i>Schistosoma mansoni</i> identifies a key regulator of blood feeding,2020,211,General
W3134076312,Membrane bending by protein phase separation,2021,211,General
W4285490847,Characterizing cis-regulatory elements using single-cell epigenomics,2022,211,General
W4403986853,Alzheimer Disease as a Clinical-Biological Construct—An International Working Group Recommendation,2024,211,General
W3024155893,Efficacy of dietary odd-chain saturated fatty acid pentadecanoic acid parallels broad associated health benefits in humans: could it be essential?,2020,210,General
W3048909661,The In Situ Structure of Parkinson’s Disease-Linked LRRK2,2020,210,General
W3092794487,A high-stringency blueprint of the human proteome,2020,210,General
W3155934512,Blood n-3 fatty acid levels and total and cause-specific mortality from 17 prospective studies,2021,210,General
W3188324280,Gene drives gaining speed,2021,210,General
W3196488607,Genomic and evolutionary classification of lung cancer in never smokers,2021,210,General
W3216752034,The main oxidative inactivation pathway of the plant hormone auxin,2021,210,General
W4213423501,Plasma biomarkers for Alzheimer’s Disease in relation to neuropathology and cognitive change,2022,210,General
W3092783089,Percutaneous Coronary Intervention for Vulnerable Coronary Atherosclerotic Plaque,2020,209,General
W3129114628,hOCBS: A privacy-preserving blockchain framework for healthcare data leveraging an on-chain and off-chain system design,2021,209,Computer Science
W3206776523,The PHANGS-MUSE survey,2022,209,General
W4306809799,Semi-automated assembly of high-quality diploid human reference genomes,2022,209,General
W3045723651,The COVID-19 lockdowns: a window into the Earth System,2020,208,General
W3091069321,Effects of Language on Visual Perception,2020,208,General
W3127942813,Resting state EEG biomarkers of cognitive decline associated with Alzheimer’s disease and mild cognitive impairment,2021,208,Computer Science
W3133624575,An expanded universe of cancer targets,2021,208,General
W4205677193,"Generating lineage-resolved, complete metagenome-assembled genomes from complex microbial communities",2022,208,General
W4212823143,Prescribed-Time Output-Feedback Control of Stochastic Nonlinear Systems,2022,208,General
W4225918206,Electrolyte design implications of ion-pairing in low-temperature Li metal batteries,2022,208,General
W4302010997,Collagenolysis-dependent DDR1 signalling dictates pancreatic cancer outcome,2022,208,General
W3042118080,Midwater ecosystems must be considered when evaluating environmental risks of deep-sea mining,2020,207,General
W3000376411,Risk Factors for Early-Onset Colorectal Cancer,2020,206,General
W3012963315,TGF-beta: a master immune regulator,2020,206,General
W3045696640,Perspectives on ENCODE,2020,206,General
W3081310575,White matter abnormalities across different epilepsy syndromes in adults: an ENIGMA-Epilepsy study,2020,206,General
W4393371874,Complexity of avian evolution revealed by family-level genomes,2024,206,General
W3045466893,"Guidelines and Good Clinical Practice Recommendations for Contrast Enhanced Ultrasound (CEUS) in the Liver – Update 2020 – WFUMB in Cooperation with EFSUMB, AFSUMB, AIUM, and FLAUS",2020,205,General
W4214747759,Identification of SARS-CoV-2 inhibitors targeting Mpro and PLpro using in-cell-protease assay,2022,205,Computer Science
W4226442948,HTS-AT: A Hierarchical Token-Semantic Audio Transformer for Sound Classification and Detection,2022,205,Computer Science
W4291824893,The AHEAD 3‐45 Study: Design of a prevention trial for Alzheimer's disease,2022,205,General
W4360599455,"Early Identification of Autism Spectrum Disorder Among Children Aged 4 Years — Autism and Developmental Disabilities Monitoring Network, 11 Sites, United States, 2020",2023,205,General
W3035254462,The polygenic architecture of schizophrenia — rethinking pathogenesis and nosology,2020,204,General
W3096507310,Internal wave-driven mixing: governing processes and consequences for climate,2020,204,General
W3163274300,Wearable and Mobile Sensors for Personalized Nutrition,2021,204,General
W3034410769,Structure of a D2 dopamine receptor–G-protein complex in a lipid membrane,2020,203,General
W3097994983,Modeling the role of respiratory droplets in Covid-19 type pandemics,2020,203,General
W3112192886,Metasurface enabled quantum edge detection,2020,203,General
W4283321539,Maternal Vaccination and Risk of Hospitalization for Covid-19 among Infants,2022,203,General
W2996854824,Breakdown of spatial coding and interneuron synchronization in epileptic mice,2020,202,General
W2999747137,Conducting an Oral Food Challenge: An Update to the 2009 Adverse Reactions to Foods Committee Work Group Report,2020,202,General
W3008670662,Climate‐induced changes in the suitable habitat of cold‐water corals and commercially important deep‐sea fishes in the North Atlantic,2020,202,General
W3012235108,HEAX,2020,202,Computer Science
W3088078660,Venetoclax Plus Rituximab in Relapsed Chronic Lymphocytic Leukemia: 4-Year Results and Evaluation of Impact of Genomic Complexity and Gene Mutations From the MURANO Phase III Study,2020,202,General
W3137708143,The Role of Cancer-Associated Fibroblasts in Tumor Progression,2021,202,General
W3205323262,CD4 <sup>+</sup> T cells contribute to neurodegeneration in Lewy body dementia,2021,202,General
W4392504766,Healable and conductive sulfur iodide for solid-state Li–S batteries,2024,202,General
W4399728631,Wound management materials and technologies from bench to bedside and beyond,2024,202,General
W3026593394,A novel approach to measure mitochondrial respiration in frozen biological samples,2020,201,General
W3091838285,"Vascular contributions to cognitive impairment and dementia (VCID): A report from the 2018 National Heart, Lung, and Blood Institute and National Institute of Neurological Disorders and Stroke Workshop",2020,201,General
W3111125710,Recent advancements in the genetic engineering of microalgae,2020,201,General
W4200078716,Additively manufactured metallic biomaterials,2021,201,General
W4281689149,The emergence and influence of internal states,2022,201,General
W3093379187,Systematic Review and Meta-Analysis of Native Kidney Biopsy Complications,2020,200,General
W3094361883,Database-independent molecular formula annotation using Gibbs sampling through ZODIAC,2020,200,General
